default;type;cat1;cat2;cat3;animid;caption;posename;emotional state;status
;0;misc loop animations;man;working;man_sharpening_sword_loop_4;man sharpening sword loop 4;;;
;0;misc loop animations;man;working;man_sit_ground_sick_loop_01;man sit ground sick loop 01;;;
;0;misc loop animations;man;working;man_sit_ground_sick_loop_02;man sit ground sick loop 02;;;
;0;misc loop animations;man;working;man_sit_ground_sick_loop_03;man sit ground sick loop 03;;;
;0;misc loop animations;man;working;man_sit_painting_loop_01;man sit painting loop 01;;;
;0;misc loop animations;man;working;man_sit_painting_loop_02;man sit painting loop 02;;;
;0;misc loop animations;man;working;man_sit_painting_loop_03;man sit painting loop 03;;;
;0;misc loop animations;man;working;man_sit_painting_loop_04;man sit painting loop 04;;;
;0;misc loop animations;man;working;man_sit_prostitute_inviting_loop_01;man sit prostitute inviting loop 01;;;
;0;misc loop animations;man;working;man_sit_prostitute_inviting_loop_02;man sit prostitute inviting loop 02;;;
;0;misc loop animations;man;working;man_sit_prostitute_inviting_loop_03;man sit prostitute inviting loop 03;;;
;0;misc loop animations;man;working;man_sit_prostitute_inviting_loop_04;man sit prostitute inviting loop 04;;;
;0;misc loop animations;man;working;man_sit_prostitute_inviting_loop_05;man sit prostitute inviting loop 05;;;
;0;misc loop animations;man;working;man_sitting_on_a_fence_work_loop_1;man sitting on a fence work loop 1;;;
;0;misc loop animations;man;working;man_sitting_on_a_fence_work_loop_2;man sitting on a fence work loop 2;;;
;0;misc loop animations;man;working;man_sitting_on_table_leg_on_table_loop_01;man sitting on table leg on table loop 01;;;
;0;misc loop animations;man;working;man_stand_guard_shield_loop_01;man stand guard shield loop 01;;;
;0;misc loop animations;man;working;man_stand_guard_shield_loop_02;man stand guard shield loop 02;;;
;0;misc loop animations;man;working;man_stand_guard_shield_loop_03;man stand guard shield loop 03;;;
;0;misc loop animations;man;working;man_stand_guard_shield_loop_04;man stand guard shield loop 04;;;
;0;misc loop animations;man;working;man_stand_guard_shield_loop_05;man stand guard shield loop 05;;;
;0;misc loop animations;man;working;man_stand_hopeless_loop_01;man stand hopeless loop 01;;;
;0;misc loop animations;man;working;man_stand_hopeless_loop_02;man stand hopeless loop 02;;;
;0;misc loop animations;man;working;man_stand_hopeless_loop_03;man stand hopeless loop 03;;;
;0;misc loop animations;man;working;man_stand_prostitute_dance_loop_01;man stand prostitute dance loop 01;;;
;0;misc loop animations;man;working;man_stand_prostitute_dance_loop_02;man stand prostitute dance loop 02;;;
;0;misc loop animations;man;working;man_stand_prostitute_dance_loop_03;man stand prostitute dance loop 03;;;
;0;misc loop animations;man;working;man_stand_prostitute_dance_loop_04;man stand prostitute dance loop 04;;;
;0;misc loop animations;man;working;man_stand_prostitute_dance_loop_05;man stand prostitute dance loop 05;;;
;0;misc loop animations;man;working;man_stand_prostitute_inviting_loop_01;man stand prostitute inviting loop 01;;;
;0;misc loop animations;man;working;man_stand_prostitute_inviting_loop_02;man stand prostitute inviting loop 02;;;
;0;misc loop animations;man;working;man_stand_prostitute_inviting_loop_03;man stand prostitute inviting loop 03;;;
;0;misc loop animations;man;working;man_stand_prostitute_inviting_loop_04;man stand prostitute inviting loop 04;;;
;0;misc loop animations;man;working;man_stand_prostitute_inviting_loop_05;man stand prostitute inviting loop 05;;;
;0;misc loop animations;man;working;man_stand_prostitute_inviting_loop_06;man stand prostitute inviting loop 06;;;
;0;misc loop animations;man;working;man_stand_slightly_nervous_loop_01;man stand slightly nervous loop 01;;;
;0;misc loop animations;man;working;man_stand_slightly_nervous_loop_02;man stand slightly nervous loop 02;;;
;0;misc loop animations;man;working;man_stand_slightly_nervous_loop_03;man stand slightly nervous loop 03;;;
;0;misc loop animations;man;working;man_standing_adjusting_and_cleaning_clothes_loop_1;man standing adjusting and cleaning clothes loop 1;;;
;0;misc loop animations;man;working;man_standing_adjusting_and_cleaning_clothes_loop_2;man standing adjusting and cleaning clothes loop 2;;;
;0;misc loop animations;man;working;man_standing_adjusting_and_cleaning_clothes_loop_3;man standing adjusting and cleaning clothes loop 3;;;
;0;misc loop animations;man;working;man_standing_adjusting_and_cleaning_clothes_loop_4;man standing adjusting and cleaning clothes loop 4;;;
;0;misc loop animations;man;working;man_stepping_into_poop_loop;man stepping into poop loop;;;
;0;misc loop animations;man;working;man_tossing_hay_with_pitchfork_loop_1;man tossing hay with pitchfork loop 1;;;
;0;misc loop animations;man;working;man_tossing_hay_with_pitchfork_loop_2;man tossing hay with pitchfork loop 2;;;
;0;misc loop animations;man;working;man_tossing_hay_with_pitchfork_loop_3;man tossing hay with pitchfork loop 3;;;
;0;misc loop animations;man;working;man_tossing_hay_with_pitchfork_loop_4;man tossing hay with pitchfork loop 4;;;
;0;misc loop animations;man;working;man_tossing_hay_with_pitchfork_loop_6;man tossing hay with pitchfork loop 6;;;
;0;misc loop animations;man;working;man_tossing_hay_with_pitchfork_loop_end;man tossing hay with pitchfork loop end;;;
;0;misc loop animations;man;working;man_two_sawing_a_log_of_wood_loop;man two sawing a log of wood loop;;;
;0;misc loop animations;man;working;man_warming_up_while_sitting_loop_1;man warming up while sitting loop 1;;;
;0;misc loop animations;man;working;man_warming_up_while_sitting_loop_2;man warming up while sitting loop 2;;;
;0;misc loop animations;man;working;man_warming_up_while_sitting_loop_3;man warming up while sitting loop 3;;;
;0;misc loop animations;man;working;man_warming_up_while_sitting_loop_4;man warming up while sitting loop 4;;;
;0;misc loop animations;man;working;man_with_negative_attitude_loop;man with negative attitude loop;;;
;0;misc loop animations;man;working;man_work_bed_spoon_left_loop_01;man work bed spoon left loop 01;;;
;0;misc loop animations;man;working;man_work_bed_spoon_left_loop_02;man work bed spoon left loop 02;;;
;0;misc loop animations;man;working;man_work_bed_spoon_left_loop_03;man work bed spoon left loop 03;;;
;0;misc loop animations;man;working;man_work_bed_spoon_right_loop_01;man work bed spoon right loop 01;;;
;0;misc loop animations;man;working;man_work_bed_spoon_right_loop_02;man work bed spoon right loop 02;;;
;0;misc loop animations;man;working;man_work_bed_spoon_right_loop_03;man work bed spoon right loop 03;;;
;0;misc loop animations;man;working;man_work_chopping_tree_loop_01;man work chopping tree loop 01;;;
;0;misc loop animations;man;working;man_work_chopping_tree_loop_02;man work chopping tree loop 02;;;
;0;misc loop animations;man;working;man_work_chopping_tree_loop_03;man work chopping tree loop 03;;;
;0;misc loop animations;man;working;man_work_drinking_loop_01;man work drinking loop 01;;;
;0;misc loop animations;man;working;man_work_drinking_loop_02;man work drinking loop 02;;;
;0;misc loop animations;man;working;man_work_drinking_loop_03;man work drinking loop 03;;;
;0;misc loop animations;man;working;man_work_drinking_loop_04;man work drinking loop 04;;;
;0;misc loop animations;man;working;man_work_drunk_wall_loop;man work drunk wall loop;;;
;0;misc loop animations;man;working;man_work_holding_an_oillamp_loop;man work holding an oillamp loop;;;
;0;misc loop animations;man;working;man_work_holding_an_oillamp_lower_loop;man work holding an oillamp lower loop;;;
;0;misc loop animations;man;working;man_work_juggling_loop_01;man work juggling loop 01;;;
;0;misc loop animations;man;working;man_work_juggling_loop_02;man work juggling loop 02;;;
;0;misc loop animations;man;working;man_work_knee_caring_loop_01;man work knee caring loop 01;;;
;0;misc loop animations;man;working;man_work_knee_caring_loop_02;man work knee caring loop 02;;;
;0;misc loop animations;man;working;man_work_knee_caring_loop_03;man work knee caring loop 03;;;
;0;misc loop animations;man;working;man_work_knee_caring_loop_04;man work knee caring loop 04;;;
;0;misc loop animations;man;working;man_work_knee_caring_loop_05;man work knee caring loop 05;;;
;0;misc loop animations;man;working;man_work_looking_at_map_loop_01;man work looking at map loop 01;;;
;0;misc loop animations;man;working;man_work_looking_at_map_loop_02;man work looking at map loop 02;;;
;0;misc loop animations;man;working;man_work_looking_at_map_loop_03;man work looking at map loop 03;;;
;0;misc loop animations;man;working;man_work_looking_at_map_loop_04;man work looking at map loop 04;;;
;0;misc loop animations;man;working;man_work_milking_cow_loop1;man work milking cow loop1;;;
;0;misc loop animations;man;working;man_work_milking_cow_loop2;man work milking cow loop2;;;
;0;misc loop animations;man;working;man_work_milking_cow_loop3;man work milking cow loop3;;;
;0;misc loop animations;man;working;man_work_milking_cow_loop4;man work milking cow loop4;;;
;0;misc loop animations;man;working;man_work_picking_up_herbs_loop_03;man work picking up herbs loop 03;;;
;0;misc loop animations;man;working;man_work_rowing_loop;man work rowing loop;;;
;0;misc loop animations;man;working;man_work_sightseeing_loop_1;man work sightseeing loop 1;;;
;0;misc loop animations;man;working;man_work_sightseeing_loop_2;man work sightseeing loop 2;;;
;0;misc loop animations;man;working;man_work_sightseeing_loop_3;man work sightseeing loop 3;;;
;0;misc loop animations;man;working;man_work_sightseeing_loop_4;man work sightseeing loop 4;;;
;0;misc loop animations;man;working;man_work_sitting_at_desk_writing_loop_01;man work sitting at desk writing loop 01;;;
;0;misc loop animations;man;working;man_work_sitting_at_desk_writing_loop_02;man work sitting at desk writing loop 02;;;
;0;misc loop animations;man;working;man_work_sitting_at_desk_writing_loop_03;man work sitting at desk writing loop 03;;;
;0;misc loop animations;man;working;man_work_sitting_bath_loop_01;man work sitting bath loop 01;;;
;0;misc loop animations;man;working;man_work_sitting_bath_loop_02;man work sitting bath loop 02;;;
;0;misc loop animations;man;working;man_work_sitting_bath_loop_03;man work sitting bath loop 03;;;
;0;misc loop animations;man;working;man_work_sitting_chair_backwards_loop_01;man work sitting chair backwards loop 01;;;
;0;misc loop animations;man;working;man_work_sitting_chair_reading_book_loop_01;man work sitting chair reading book loop 01;;;
;0;misc loop animations;man;working;man_work_sitting_chair_reading_book_loop_02;man work sitting chair reading book loop 02;;;
;0;misc loop animations;man;working;man_work_sitting_chair_reading_book_loop_03;man work sitting chair reading book loop 03;;;
;0;misc loop animations;man;working;man_work_sitting_fence_loop_01;man work sitting fence loop 01;;;
;0;misc loop animations;man;working;man_work_sitting_fence_loop_02;man work sitting fence loop 02;;;
;0;misc loop animations;man;working;man_work_sitting_fence_loop_03;man work sitting fence loop 03;;;
;0;misc loop animations;man;working;man_work_sitting_pier_legs_hanging_loop_01;man work sitting pier legs hanging loop 01;;;
;0;misc loop animations;man;working;man_work_sitting_pier_legs_hanging_loop_02;man work sitting pier legs hanging loop 02;;;
;0;misc loop animations;man;working;man_work_sitting_pier_legs_hanging_loop_03;man work sitting pier legs hanging loop 03;;;
;0;misc loop animations;man;working;man_work_sitting_pier_legs_hanging_loop_04;man work sitting pier legs hanging loop 04;;;
;0;misc loop animations;man;working;man_work_sitting_pier_legs_hanging_loop_05;man work sitting pier legs hanging loop 05;;;
;0;misc loop animations;man;working;man_work_sitting_with_fishing_rod_loop_01;man work sitting with fishing rod loop 01;;;
;0;misc loop animations;man;working;man_work_stand_checking_lice_loop_1;man work stand checking lice loop 1;;;
;0;misc loop animations;man;working;man_work_stand_checking_lice_loop_2;man work stand checking lice loop 2;;;
;0;misc loop animations;man;working;man_work_stand_checking_lice_loop_3;man work stand checking lice loop 3;;;
;0;misc loop animations;man;working;man_work_stand_checking_lice_loop_4;man work stand checking lice loop 4;;;
;0;misc loop animations;man;working;man_work_stand_wall_loop;man work stand wall loop;;;
;0;misc loop animations;man;working;man_work_stand_wall_loop_mirrored;man work stand wall loop mirrored;;;
;0;misc loop animations;man;working;man_work_standing_armorer_fixing_loop_01;man work standing armorer fixing loop 01;;;
;0;misc loop animations;man;working;man_work_standing_armorer_fixing_loop_02;man work standing armorer fixing loop 02;;;
;0;misc loop animations;man;working;man_work_standing_armorer_fixing_loop_03;man work standing armorer fixing loop 03;;;
;0;misc loop animations;man;working;man_work_standing_armorer_fixing_loop_04;man work standing armorer fixing loop 04;;;
;0;misc loop animations;man;working;man_work_standing_armorer_fixing_loop_05;man work standing armorer fixing loop 05;;;
;0;misc loop animations;man;working;man_work_standing_brewing_elixirs_loop_01;man work standing brewing elixirs loop 01;;;
;0;misc loop animations;man;working;man_work_standing_brewing_elixirs_loop_02;man work standing brewing elixirs loop 02;;;
;0;misc loop animations;man;working;man_work_standing_brewing_elixirs_loop_03;man work standing brewing elixirs loop 03;;;
;0;misc loop animations;man;working;man_work_standing_brewing_elixirs_loop_04;man work standing brewing elixirs loop 04;;;
;0;misc loop animations;man;working;man_work_standing_brewing_elixirs_loop_05;man work standing brewing elixirs loop 05;;;
;0;misc loop animations;man;working;man_work_standing_farmer_hoe_loop_01;man work standing farmer hoe loop 01;;;
;0;misc loop animations;man;working;man_work_standing_lighting_lamppost_loop_01;man work standing lighting lamppost loop 01;;;
;0;misc loop animations;man;working;man_work_standing_making_bread_loop_01;man work standing making bread loop 01;;;
;0;misc loop animations;man;working;man_work_standing_making_bread_loop_02;man work standing making bread loop 02;;;
;0;misc loop animations;man;working;man_work_standing_making_bread_loop_03;man work standing making bread loop 03;;;
;0;misc loop animations;man;working;man_work_standing_making_bread_loop_04;man work standing making bread loop 04;;;
;0;misc loop animations;man;working;man_work_standing_making_bread_loop_05;man work standing making bread loop 05;;;
;0;misc loop animations;man;working;man_work_standing_miner_pickaxe_loop_01;man work standing miner pickaxe loop 01;;;
;0;misc loop animations;man;working;man_work_standing_performance_fire_eater_loop_01;man work standing performance fire eater loop 01;;;
;0;misc loop animations;man;working;man_work_standing_performance_fire_eater_loop_02;man work standing performance fire eater loop 02;;;
;0;misc loop animations;man;working;man_work_standing_performance_fire_eater_loop_03;man work standing performance fire eater loop 03;;;
